date,torque_pct,water_temp_c,days_since_clean,actual_speed_knots,predicted_speed,efficiency_loss
2024-02-27,74.89957156047863,21.028963704138636,57,9.650041464147847,16.93781468440842,43.026643968239334
2024-02-28,71.13068222276345,22.198134304558632,58,7.948244083052574,15.940021672021382,50.13655409889639
2024-02-29,78.13325826908161,24.41258194827555,59,8.313516084837785,17.087385008401597,51.347054679518486
2024-03-01,79.71693224223705,28.10515671279508,60,6.955447571329387,17.79241041543186,60.907783662090374
2024-03-02,76.7837257943474,29.76125203798943,61,5.009136374744296,16.04100720296152,68.77293107991686
2024-03-03,90.71843772879824,26.52410120796777,62,9.712800571557782,22.16135610540507,56.17235459165395
2024-03-04,78.91883316733973,21.266501732510008,63,9.414768703756272,17.20753288049044,45.286934686432886
2024-03-05,77.02336274218452,21.32035503415605,64,8.369694198894798,17.401180468523705,51.90157234427629
2024-03-06,83.5674020789562,26.06373452383337,65,7.158055949795352,18.358312737755497,61.00918394818401
2024-03-07,73.52310562436907,18.58165718652453,66,8.374906270534776,17.682156770137794,52.6363984925267
2024-03-08,90.054924518851,16.65711169697092,67,13.493505228819702,20.96381540365545,35.63430621285262
2024-03-09,71.86376609199426,20.319332364611647,68,6.583358076992105,17.45154902276292,62.276368313178935
2024-03-10,94.67217341501294,19.308584874811224,69,12.457364076181769,22.118569710973,43.67916081842451
2024-03-11,89.30611923241644,19.44462180683985,70,11.030476243762644,20.24448432267644,45.51367143786871
2024-03-12,74.96789203835431,18.50411626574865,71,7.604948290676525,18.230938360505732,58.28548075643013
2024-03-13,70.13805292809006,15.631397844545427,72,8.171992762822601,16.27757753992931,49.7960139168344
2024-03-14,90.38653571137084,15.268109021001209,73,13.18173174628158,21.149831999229033,37.674532134524334
2024-03-15,87.67143359619043,29.81583584604047,74,2.8931978733089303,20.693168052552107,86.01858417250851
2024-03-16,88.22517920102469,21.416597006037936,75,8.27390863404773,20.88763631674669,60.38848767481597
2024-03-17,89.28175866714864,20.764899707395223,76,8.569386109451353,20.04863304059029,57.257005541964645
2024-03-18,71.85111629335226,25.194709240396048,77,1.0246903630418478,17.51465097894092,94.14952450794534
2024-03-19,78.96164321360682,18.273808317975963,78,7.200471480975993,18.316632415823907,60.688890198203474
2024-03-20,72.89672648812824,29.24941775925338,79,-2.398440462831685,16.44536853098815,114.58429136636421
2024-03-21,91.57758564688984,26.79517521623328,80,3.656974787685835,22.02383581955482,83.39537754618188
2024-03-22,85.58245317068895,16.341165034683893,81,9.585900064145797,19.814534974232124,51.621877189589306
2024-03-23,78.27245062131622,21.263711636773927,82,3.745445058461257,17.512014119020012,78.61214002566796
2024-03-24,71.58895875715059,28.18677461343247,83,-3.4570054048934944,16.159799570534187,121.39262550754036
2024-03-25,77.77455804289156,29.170980334371155,84,-3.1098146275704868,16.55896881585967,118.78024327572862
2024-03-26,78.12958305066867,22.011022668748048,85,2.32556949540116,17.58884182765363,86.77815447891038
2024-03-27,88.2401544584516,24.20117083816061,86,2.965102513759306,20.73199352450144,85.69793826023005
2024-03-28,85.93893678388032,17.50550919138113,87,7.172575686699895,20.02072417757279,64.17424453240001
2024-03-29,92.18031856440815,29.86752939205465,88,-1.6085373931076214,19.552790834266208,108.22663836964217
2024-03-30,81.80537312904873,18.47507552075165,89,5.080442602831545,18.831300576601294,73.02128664897306
2024-03-31,72.98985614845755,29.140976612026883,90,-6.641502122649681,16.539076500179064,140.15642664557345
2024-04-01,87.83111968057487,24.74469973488553,91,0.5225225147657758,20.784102647923472,97.48595104817778
2024-04-02,89.01962621542243,24.116051923182887,92,0.8678671473283065,19.923399344079414,95.64398056606636
2024-04-03,84.0319299392374,22.69032766524763,93,0.7007767985086458,19.857307296494955,96.4709374335344
2024-04-04,89.27417949886403,18.46004717576638,94,5.476011462362991,20.240365097818852,72.94509542738882
2024-04-05,82.34488990910977,17.647920480082625,95,4.3437835812192045,19.17902063383877,77.35137959257841
2024-04-06,83.06832073454986,18.30729313605263,96,3.6659045149177936,19.719945867116873,81.41016948210435
2024-04-07,80.68852545896374,17.796573932163817,97,3.429322905290616,19.264756515887708,82.19898132394022
2024-04-08,70.63547816860238,26.6937671035013,98,-8.180138743987863,16.874116537032705,148.47743421728396
2024-04-09,72.69728567483261,20.25187888750095,99,-1.741960369793186,17.6616928864133,109.86292979385478
2024-04-10,70.78572964216836,15.867640148450946,100,1.8482306922488787,15.967677591395361,88.42517528507182
2024-04-11,85.9102602815945,29.53653945211217,101,-8.538444883860246,20.046290331310317,142.5936407322408
2024-04-12,77.85889952690816,28.256788274451385,102,-9.610143151374276,16.682827326405558,157.60500281725837
2024-04-13,82.71426727911756,28.9162842479282,103,-9.578201350888085,17.8033267314664,153.80006498425456
2024-04-14,92.68916184815232,29.923617339696527,104,-8.547734056673326,21.542429987654963,139.67859736144746
2024-04-15,76.23230572872187,17.60842873829231,105,0.2444024392863746,17.96172910381797,98.63931563674221
2024-04-16,80.25957307589074,20.94363028353988,106,-2.892315335698815,18.539636580594003,115.6007121451684
2024-04-17,88.88877846357622,26.37357713556137,107,-6.854530669387367,20.406182037950046,133.59046124669362
2024-04-18,75.71995413729056,25.440309270806885,108,-9.491712483755755,17.26707513198302,154.97000743440728
2024-04-19,71.92449774571982,17.308438595097826,109,-1.7275714657283052,17.258457936304275,110.00999899356158
2024-04-20,77.2437863228442,27.237496874859268,110,-12.324859405984986,18.393607367745055,167.00621123183157
2024-04-21,74.03053218135011,18.36660857754991,111,-3.0321185265556707,18.34065113479769,116.53222944087757
2024-04-22,93.24244130856432,18.357264222339342,112,1.6815071458487751,22.897129667306455,92.65625355544145
2024-04-23,90.20300948911044,23.054616343401204,113,-5.144888906684424,20.703867378384437,124.8498930787002
2024-04-24,85.83509391276058,23.894099022625547,114,-7.724741558044136,20.164167658717272,138.30925078975235
2024-04-25,91.78651475469294,23.701293117567168,115,-6.333174855544359,21.775076545768894,129.08451248027853
2024-04-26,90.09180192247786,16.37230256096632,116,2.152141448636762,20.92514061481112,89.71504427017592
2024-04-27,74.6642514721509,28.161912939455704,117,-16.919530387686617,16.568256331722978,202.12016309339123
2024-04-28,92.31397496224945,18.98400063883059,118,-1.2792452199163291,21.594044205049453,105.92406502352716
2024-04-29,83.48355604789127,16.94272381924206,119,-1.1597657224539115,19.578490567569997,105.92367281048192
2024-04-30,90.18600387910156,28.331221198034655,120,-14.735032281526076,20.881833863927646,170.56388044050158
2024-05-01,92.40228249808732,29.3347724734463,121,-16.036252556085046,21.458832914477874,174.73031091670268
2024-05-02,77.9500868742966,27.93191425898176,122,-17.990146093250946,16.19528625688842,211.08260643185054
2024-05-03,72.75129811319192,27.14274112087317,123,-18.870797556686018,17.67970230234807,206.73707754784854
2024-05-04,75.69837906354854,24.828629709585325,124,-15.23719938141342,17.230360737851093,188.43227146104283
2024-05-05,80.6776947156564,23.26286055913709,125,-12.189280691724464,18.630592231969523,165.42615790177638
2024-05-06,90.45036914806232,16.304801398671152,126,-0.3482152874067874,21.802130055423927,101.5971617751182
2024-05-07,91.5182645814086,21.12679819606048,127,-7.400635254292354,21.873573138141538,133.83368235063372
2024-05-08,70.17380326327977,20.59032775518471,128,-12.234155838597925,17.12651325871391,171.43401376443762
2024-05-09,82.76868256443915,18.896306756404893,129,-6.996330608616764,19.366504384124067,136.1259340862365
2024-05-10,80.43527507871947,25.851301705328773,130,-18.29907600100424,18.217125315393126,200.44985520049022
2024-05-11,75.55269526176825,22.43813602618156,131,-14.722313131930482,16.472266139386715,189.37636757050728
2024-05-12,72.99663418334207,16.21569323861472,132,-6.460890769174527,17.724817633456993,136.45109869553232
2024-05-13,78.4403792850907,18.30274802924717,133,-8.34445635101798,18.209226378632806,145.82543034782407
2024-05-14,93.57274259781298,25.24888145489394,134,-15.81838519604136,22.317175960292637,170.87986949686595
2024-05-15,78.08007330051888,16.141962892354503,135,-5.77947485944377,18.431982500409173,131.3556876441016
2024-05-16,82.96976554358415,27.76810371073153,136,-23.26996755690078,17.797706274618456,230.74700300052928
2024-05-17,87.57547397237944,22.427197905209617,137,-14.095018124950926,21.011729740245855,167.0816648567173
2024-05-18,79.09074005948236,22.20879865989972,138,-16.17206060767687,17.37133497271417,193.09624524009783
2024-05-19,94.29455206802402,23.88611676989277,139,-15.61808206959618,22.063882242251317,170.78573887458603
2024-05-20,94.06118237355278,27.37021448887724,140,-21.736399003955185,22.279481272175282,197.56241062533917
2024-05-21,76.2945573956341,20.21713811853289,141,-14.910153798806029,17.728553412854858,184.10248400749254
2024-05-22,82.43121264730964,25.170242288385957,142,-21.970762433707407,18.252591684256423,220.37064551582586
2024-05-23,77.52195774541924,23.485979459936864,143,-20.58737732877333,17.521021110135283,217.5010132078676
2024-05-24,77.12101235943669,19.00542405254132,144,-13.661152805392788,18.08083375535516,175.55598923277884
2024-05-25,70.92217368386332,28.17944979532737,145,-31.539430009957403,16.355376212239488,292.83830344639205
2024-05-26,85.23910834949743,26.961390324103924,146,-26.202087072193383,20.068045215928894,230.56621504617513
2024-05-27,82.56697558072153,24.876777519876384,147,-23.67768795483622,18.35428345436755,229.003608414917
2024-05-28,71.28696878124974,27.75872593641363,148,-32.12271724715113,14.378392367407042,323.40965823110344
2024-05-29,76.96616160591529,28.009413014397037,149,-31.65241108642603,15.809106801046838,300.2163150946016
2024-05-30,92.70664714916634,25.62544465072552,150,-23.836813935509905,22.109542665819443,207.81233377730945
2024-05-31,75.9890472666743,27.55519992545508,151,-32.02096699640901,16.19971812996363,297.66372932860963
2024-06-01,73.62237180228058,25.46207192503925,152,-29.268886010408824,17.533171241733758,266.9343532146703
2024-06-02,82.23631900693907,25.202111576404505,153,-27.16018033404296,18.181343618760696,249.3848909275182
2024-06-03,94.641261352765,24.279170673227764,154,-22.672101296999053,22.31188423812913,201.6144627456176
2024-06-04,76.0513817877875,26.290749593364616,155,-31.531331242517748,17.169717979786192,283.645015483885
2024-06-05,86.80338868514696,17.379076579396106,156,-12.174493320481956,20.561207817005684,159.21098326924513
2024-06-06,89.04049038321794,28.213061387983927,157,-33.33818774905574,19.84328212660971,268.0074270795629
2024-06-07,75.94093859981,28.07765291617848,158,-36.66709596049802,16.15947740740908,326.90768417848864
2024-06-08,88.20540871529649,15.438709245518387,159,-8.913965828116215,20.692081658690267,143.07911584319757
2024-06-09,79.19457831798132,27.38725125847144,160,-35.84652178507892,17.758675460829537,301.85357778594414
2024-06-10,85.80764576483949,16.93304801210168,161,-13.05520951540587,19.666696353528188,166.38232106056682
2024-06-11,85.83824276902237,20.026782813887127,162,-19.887663715113,19.52875644364455,201.83783986709122
2024-06-12,83.39436710186897,26.15262384437412,163,-33.58524052249824,18.359452816559735,282.93159855072184
2024-06-13,72.2572442513602,17.411398440724625,164,-18.470340839299677,17.21972298849672,207.26270597754913
2024-06-14,90.88256238973096,27.26950536178593,165,-35.05702731634321,21.668091984860535,261.791021289911
2024-06-15,78.0195016242934,27.482012669366128,166,-39.20161950945592,17.881566356054996,319.2292259463142
2024-06-16,74.66296275999636,22.612016006412546,167,-30.177152736751957,16.64646262759048,281.28267495542985
2024-06-17,71.01937853886909,15.095788075752504,168,-15.065359206240418,16.201612951518026,192.98678626209778
2024-06-18,84.77232357970604,19.30557199762369,169,-21.247215451611133,19.654460171634426,208.10378543123454
2024-06-19,86.93910904605706,24.25390377563613,170,-31.95081835248841,20.469957609365018,256.0863923717697
2024-06-20,70.4146957231964,29.717792670411352,171,-48.78719597448842,15.70963485051713,410.55588776388674
2024-06-21,82.80232645748202,24.477202905250024,172,-34.60762939036087,18.16497369709772,290.51846684418956
2024-06-22,75.66239437994845,18.8970537159624,173,-23.975288010920696,17.498205378043664,237.01569671255726
2024-06-23,86.12931976023624,24.51008554649417,174,-34.77724702875936,20.163653584974202,272.47492812847713
2024-06-24,74.35916072512478,23.099780695737834,175,-34.80614471731198,16.83644160976582,306.7310036410722
2024-06-25,87.27344345256165,26.697680927267157,176,-40.48142845301389,21.421081720889433,288.9793847970673
2024-06-26,79.66838365751343,16.604709582404375,177,-19.00038455530541,18.78830131696913,201.128804753332
2024-06-27,93.41824971841837,26.41541853753042,178,-39.39954813153526,22.31818599612723,276.53562049519655
2024-06-28,73.43802360364982,23.11899868014165,179,-37.042116530518335,16.681872093299425,322.05011717717804
2024-06-29,78.52665877625647,29.44488005788492,180,-51.47829093718398,16.1730250791652,418.2972306368372
2024-06-30,72.83683803101472,20.12808249058029,181,-30.835121956162272,17.543086788167226,275.7679382681986
2024-07-01,93.11734045696409,24.489328397009224,182,-36.76966735126684,22.388228999454896,264.2366055491129
2024-07-02,91.93348383452452,28.980421582650266,183,-48.921557515402185,21.281282386382653,329.8806840075852
2024-07-03,76.4485406928789,16.53764591986019,184,-22.26950108100325,17.87850220692292,224.56021664040767
2024-07-04,86.49960115085447,29.05842730854677,185,-51.600788286919126,19.949294844013224,358.6597104829723
2024-07-05,90.4305550050304,25.318285834512203,186,-41.52227162846296,21.93176532255047,289.32480362522085
2024-07-06,83.88002028998656,16.01755588657758,187,-19.818811905980507,19.955313864394665,199.31596185686803
2024-07-07,83.24126445890016,19.514453504202244,188,-29.503045512717748,19.337657568889846,252.567835104195
2024-07-08,76.04630727251129,25.622581329679225,189,-47.58098161160879,17.105228363854742,378.16630447420806
2024-07-09,72.32756919514748,16.010259022031576,190,-23.841478754624173,17.123619858044947,239.2315348756301
2024-07-10,92.43039394883316,23.7325569026441,191,-39.42239191004224,22.279814097919058,276.9421941169801
2024-07-11,92.51045142908326,20.18824585429435,192,-30.674538190414463,22.92659736564346,233.79455180899038
2024-07-12,85.8275364318317,24.31373276651216,193,-43.71027292598016,19.950424540243223,319.0944500344316
2024-07-13,78.47574477621751,15.686130507187691,194,-22.66915219948187,17.82848969293593,227.15127635552847
2024-07-14,78.73023936531652,28.073052092285643,195,-56.71100418636867,16.610692288857386,441.41264674688455
2024-07-15,88.14889197175599,29.60233453766095,196,-59.17262481674279,20.7521390345059,385.1398822952791
2024-07-16,92.42775649881445,29.53316782928537,197,-58.45295570961689,21.160347007760894,376.23817174727014
2024-07-17,92.17716060662794,26.24477747614387,198,-50.34679030261848,21.27909471220882,336.6021251539999
2024-07-18,89.4968886464406,16.95129360195948,199,-25.144347554408508,20.181770463049748,224.58940408843026
2024-07-19,86.05079115385719,26.373947938935338,0,21.447290220151555,21.037105723983938,0.0
2024-07-20,72.10349912487622,15.368803746882024,1,17.82744268778653,17.578025482888343,0.0
2024-07-21,74.04071785236535,15.33185327293496,2,18.51793469337404,18.328787099900513,0.0
2024-07-22,92.463854713177,19.85415328724312,3,23.15016432610625,22.97021360793664,0.0
2024-07-23,85.16072649148975,22.329647856069982,4,21.09779958856111,20.873899392643512,0.0
2024-07-24,70.22992629041575,26.556111267116897,5,17.355862677267623,17.064703463687664,0.0
2024-07-25,72.5367885716508,25.249430649097576,6,17.924335640395086,17.643523196747328,0.0
2024-07-26,86.5875442277014,21.688540595651222,7,21.3767001092716,20.91211852326849,0.0
2024-07-27,70.12653959615547,19.104399994224988,8,17.26334812681067,17.008716939029615,0.0
2024-07-28,74.02020128543747,29.956867502365668,9,17.770427647902682,17.280520317863733,0.0
2024-07-29,83.71834473416465,21.392719533539594,10,20.26063235671972,19.80742180981333,0.0
2024-07-30,87.29737994231733,21.770805364945133,11,20.869886883816445,20.831346904241627,0.0
2024-07-31,86.29903148756502,17.454357317875036,12,20.82458761456575,20.3637543532127,0.0
2024-08-01,75.60673273651399,26.92214323124894,13,17.555459342343376,17.438078271953124,0.0
2024-08-02,87.8044805336884,25.40523338672233,14,20.837406896873848,20.876641729279655,0.18793651256073327
2024-08-03,75.93122718742,18.311544191831405,15,17.901413630137203,17.938700326972818,0.2078561777385302
2024-08-04,78.1349924539817,16.23571568423764,16,18.50698279038266,18.42911858347279,0.0
2024-08-05,88.66228512795061,25.207489531120697,17,20.45385640740285,20.201886008180594,0.0
2024-08-06,86.24082247618037,24.81766821421703,18,19.66930178303118,20.06857725842662,1.9895554640167088
2024-08-07,91.23058526235444,19.09889290497314,19,21.395398681612296,21.681787636928416,1.3208733528426526
2024-08-08,86.44032230750858,29.26295343375616,20,18.930457516692112,19.702911269544757,3.9205056668282534
2024-08-09,84.20771508338679,17.265868376713502,21,19.409824392086307,19.682455988198722,1.385150289556753
2024-08-10,72.34186919570232,21.48502201563903,22,15.794199151385028,16.354960875173177,3.4286949878271176
2024-08-11,79.19289507648584,29.154238802513984,23,16.45038871579187,16.54338642174345,0.562144313024986
2024-08-12,76.63005919204313,21.295909753891834,24,16.59246048866133,16.71611042926521,0.739705215080437
2024-08-13,76.09974108447709,24.57788921496128,25,15.94899543954427,16.187498417297867,1.4733776128047973
2024-08-14,94.32526386881112,20.963915969441917,26,20.75910491290396,21.59520939834377,3.8717127952643633
2024-08-15,79.827443116669,19.11322803523005,27,17.206107034832733,17.596939547980284,2.221025491858379
2024-08-16,92.30116387942785,29.759664719397424,28,18.525405594391223,19.54366765903848,5.210189215310026
2024-08-17,85.77846564993158,21.14001009472565,29,18.134875142067067,19.094242051846845,5.024378067350337
2024-08-18,89.87028258854122,28.41148805518701,30,17.64861473969785,20.568023861537917,14.19392130956899
2024-08-19,82.56592732762981,18.44931908836629,31,17.53312212677716,19.656907073591473,10.804268132638013
2024-08-20,84.42259711565897,18.19657056037625,32,17.819962134187318,20.070908358020407,11.214969366015781
2024-08-21,82.3129423454716,15.46701124326767,33,17.500390340046653,19.223646997009975,8.964254583073417
2024-08-22,74.88107469495111,24.77500238063828,34,13.777644965442684,17.23078753143199,20.040538249863303
2024-08-23,88.06130288153763,20.527895155856417,35,17.689546786585076,20.75026945592514,14.750279151030918
2024-08-24,77.01930906102139,27.965373747594555,36,13.246223986816842,15.814392054173798,16.23943594264918
2024-08-25,70.60789916078635,22.09814860037336,37,12.812561593872315,16.695613706967194,23.257917805527892
2024-08-26,86.13680739767919,29.522901418720828,38,14.43101189972948,20.165975602062275,28.43881107218194
2024-08-27,74.42776698517622,17.782882735546817,39,14.287335737728307,18.4102570342415,22.394697091110203
2024-08-28,93.51146460882286,28.02934751933416,40,16.270926513490142,22.264313391398044,26.919253122907822
2024-08-29,93.84821442506468,26.648952791876127,41,16.533088837432718,22.57144665744028,26.752196753933465
2024-08-30,92.87160975551122,26.563827669660785,42,16.008784380162506,21.715807830238806,26.280502639783858
2024-08-31,79.2539675063861,27.671748421753318,43,11.93569601059192,16.67077477207187,28.40347150159156
2024-09-01,70.38641541322168,26.415359864144985,44,9.855032771039516,17.023203537927266,42.108236272433956
2024-09-02,93.20796406469312,24.39330482447123,45,15.858801579735117,22.60937572953933,29.85741061830617
2024-09-03,80.70460370793286,16.968673165235813,46,14.989743164851202,19.01362394811626,21.163144880982646
2024-09-04,94.16637047609174,15.487892692368778,47,18.55328057290321,22.474409961329922,17.4470849075616
2024-09-05,94.09049942723132,28.8127177172353,48,14.130966455227965,22.214410545862915,36.38828981730674
2024-09-06,91.325236386684,24.249754717811072,49,14.50757714708034,21.944136686827846,33.88859468876424
2024-09-07,77.36122230173964,26.94805936464265,50,9.741887140465634,18.2711224162489,46.68150692372372
2024-09-08,79.62744321504813,22.22283527268825,51,11.661647197961516,18.36685175941666,36.50709794626287
2024-09-09,91.27841678792144,16.759622834435916,52,16.354811562707198,21.79089777609322,24.9465913210329
2024-09-10,77.92305012890694,16.877786883038258,53,12.810125348518264,18.50354686883229,30.76935227971957
2024-09-11,74.23731866715231,25.28347930843457,54,8.553119368972471,17.676552624204632,51.613193189826944
2024-09-12,83.92003156145876,21.45458842349194,55,12.279748651271824,19.734301218350375,37.77459604268517
2024-09-13,93.40386935401952,18.00787090050505,56,15.646368552707688,22.92297493736024,31.74372612864057
2024-09-14,87.40074491687432,22.373918201121555,57,12.311285509680957,20.945952198119006,41.223557691559435
2024-09-15,84.25152925223412,15.96313405612701,58,13.963423000152952,19.958658489460802,30.038268816882873
2024-09-16,72.42941234426921,23.72957102871598,59,7.368085064513753,16.525783485490084,55.414609715883934
2024-09-17,85.37518066747924,19.034901066526466,60,12.658394650411818,19.899049549103257,36.38693838529457
2024-09-18,94.75134625260658,26.96338650955782,61,10.931482869133388,22.1362495757634,50.61727673552217
2024-09-19,73.5021003809131,19.65542938385361,62,8.753117674833817,17.160854275490372,48.993694985597116
2024-09-20,82.95824130909342,21.828302236227017,63,9.735264104627404,19.435888609335787,49.91088753229842
2024-09-21,91.93432679819888,15.174308098621507,64,14.999154412922575,21.841681097482702,31.32783897915597
2024-09-22,88.5192154438551,16.08670331691838,65,13.627703879048196,19.822027502550558,31.24969745252003
2024-09-23,87.4253935248817,20.88740334610027,66,10.635690938186196,20.67605065315121,48.56033622375933
2024-09-24,87.56210209967773,22.199082520756853,67,9.617417022036058,20.91606830623868,54.01900165353998
2024-09-25,78.98727878049388,24.00030822178956,68,6.27570440338295,17.28734044448486,63.697687197540716
2024-09-26,77.33979610661234,19.37493868063955,69,8.23775158383389,18.141223676103017,54.59098167294373
2024-09-27,90.23402888696285,25.424728291898138,70,7.645723930435095,21.263099721513118,64.04228908027238
2024-09-28,90.25283486697953,27.901835957838067,71,5.805749999021312,20.861070069307353,72.16945257490293
2024-09-29,91.6768079645026,26.69776483340025,72,6.625328097747327,22.027032718091796,69.92183113113711
2024-09-30,92.83101381391178,15.594282380225357,73,13.525602202895408,22.397759232596208,39.61180642029964
2024-10-01,82.78355997152345,22.207604208867437,74,6.4501095094613135,19.386973922056896,66.72967356642022
2024-10-02,82.53790736718,16.573952676272622,75,10.010472035689745,19.652293185880488,49.06206649266798
2024-10-03,89.95737947416939,18.63067523793791,76,10.135683002275185,21.02185084059571,51.78501132401735
2024-10-04,86.24909826944413,29.799938899007195,77,1.4291675305913163,20.042497625137162,92.86931420763216
2024-10-05,87.54917193144259,17.1374331435227,78,10.152524937056963,20.722801250790695,51.007951028485664
2024-10-06,89.89481673590252,22.483322301770343,79,6.709970755643103,20.890331729095443,67.88001816985198
2024-10-07,92.25013354543916,24.27233601477179,80,5.789977193192373,21.25809409196229,72.76342287250685
2024-10-08,78.44987892128839,25.53697455816156,81,1.024727693942502,17.763209603720025,94.23117940505583
2024-10-09,79.3895738159986,23.39473025230371,82,2.4145897202651296,17.886480186273854,86.50047580564177
